,causal_text_w_pairs,corpus,doc_id,sent_id,eg_id,index,text,num_rs
52,"[""<ARG1>The strike took place in September</ARG1> , <ARG0>a month's worth of salary is R 16,000</ARG0> ."", ""<ARG1>The strike took place in September</ARG1> , <ARG0>a month's worth of salary is R 16000</ARG0> ."", ""<ARG1>The strike took place in September</ARG1> , <ARG0>a month's salary is R 16,000</ARG0> ."", ""<ARG1>On September 12, there was a strike</ARG1> , <ARG0>a month's worth of salary is R 16,000</ARG0> ."", ""<ARG1>On September 12, there was a strike</ARG1> , <ARG0>a month's worth of salary is R 16000</ARG0> ."", ""<ARG1>On September 12, there was a strike</ARG1> , <ARG0>a month's salary is R 16,000</ARG0> ."", ""<ARG1>The strike took place on Sept. 12</ARG1> , <ARG0>a month's worth of salary is R 16,000</ARG0> ."", ""<ARG1>The strike took place on Sept. 12</ARG1> , <ARG0>a month's worth of salary is R 16000</ARG0> ."", ""<ARG1>The strike took place on Sept. 12</ARG1> , <ARG0>a month's salary is R 16,000</ARG0> .""]",0,0,0,0,0,0,0
53,"['<ARG1>Fifteen activists were taken into police custody</ARG1> <SIG0>for</SIG0> <ARG0>there are people blocking traffic</ARG0> .', '<ARG1>Fifteen activists were taken into police custody</ARG1> <SIG0>for</SIG0> <ARG0>the traffic is being blocked</ARG0> .', '<ARG1>Fifteen activists were taken into police custody</ARG1> <SIG0>for</SIG0> <ARG0>people are blocking traffic</ARG0> .', '<ARG1>Police arrested fifteen people</ARG1> <SIG0>for</SIG0> <ARG0>there are people blocking traffic</ARG0> .', '<ARG1>Police arrested fifteen people</ARG1> <SIG0>for</SIG0> <ARG0>the traffic is being blocked</ARG0> .', '<ARG1>Police arrested fifteen people</ARG1> <SIG0>for</SIG0> <ARG0>people are blocking traffic</ARG0> .', '<ARG1>Activists were taken into police custody</ARG1> <SIG0>for</SIG0> <ARG0>there are people blocking traffic</ARG0> .', '<ARG1>Activists were taken into police custody</ARG1> <SIG0>for</SIG0> <ARG0>the traffic is being blocked</ARG0> .', '<ARG1>Activists were taken into police custody</ARG1> <SIG0>for</SIG0> <ARG0>people are blocking traffic</ARG0> .']",0,0,0,0,0,0,0
54,"['<ARG0>There was an incident</ARG0> <ARG1>in December of last year, there was an attack inNew Delhi and the outrage was triggered by it</ARG1> .', '<ARG0>There is an incident</ARG0> <ARG1>in December of last year, there was an attack inNew Delhi and the outrage was triggered by it</ARG1> .', '<ARG0>It was the incident</ARG0> <ARG1>in December of last year, there was an attack inNew Delhi and the outrage was triggered by it</ARG1> .', '<ARG0>There was an incident</ARG0> <ARG1>in December of last year, there was an attack in the capital of India that triggered outrage</ARG1> .', '<ARG0>There is an incident</ARG0> <ARG1>in December of last year, there was an attack in the capital of India that triggered outrage</ARG1> .', '<ARG0>It was the incident</ARG0> <ARG1>in December of last year, there was an attack in the capital of India that triggered outrage</ARG1> .', '<ARG0>There was an incident</ARG0> <ARG1>in December of last year, there was an attack inNew Delhi and the outrage was triggered by that</ARG1> .', '<ARG0>There is an incident</ARG0> <ARG1>in December of last year, there was an attack inNew Delhi and the outrage was triggered by that</ARG1> .', '<ARG0>It was the incident</ARG0> <ARG1>in December of last year, there was an attack inNew Delhi and the outrage was triggered by that</ARG1> .']",0,0,0,0,0,0,0
55,"['The incident triggered outrage across the country and was condemned as despicable and shameful stirring memories of <ARG0>in December of last year, there was an attack in Delhi</ARG0> <SIG0>that <ARG1>protests sparked nationwide</ARG1> .', 'The incident triggered outrage across the country and was condemned as despicable and shameful stirring memories of <ARG0>in December of last year there was an attack in Delhi</ARG0> <SIG0>that <ARG1>protests sparked nationwide</ARG1> .', 'The incident triggered outrage across the country and was condemned as despicable and shameful stirring memories of <ARG0>in December of last year, there was an attack similar to this one</ARG0> <SIG0>that <ARG1>protests sparked nationwide</ARG1> .', 'The incident triggered outrage across the country and was condemned as despicable and shameful stirring memories of <ARG0>in December of last year, there was an attack in Delhi</ARG0> <SIG0>that <ARG1>protests were sparked nationwide</ARG1> .', 'The incident triggered outrage across the country and was condemned as despicable and shameful stirring memories of <ARG0>in December of last year there was an attack in Delhi</ARG0> <SIG0>that <ARG1>protests were sparked nationwide</ARG1> .', 'The incident triggered outrage across the country and was condemned as despicable and shameful stirring memories of <ARG0>in December of last year, there was an attack similar to this one</ARG0> <SIG0>that <ARG1>protests were sparked nationwide</ARG1> .', 'The incident triggered outrage across the country and was condemned as despicable and shameful stirring memories of <ARG0>in December of last year, there was an attack in Delhi</ARG0> <SIG0>that <ARG1>protests nationwide</ARG1> .', 'The incident triggered outrage across the country and was condemned as despicable and shameful stirring memories of <ARG0>in December of last year there was an attack in Delhi</ARG0> <SIG0>that <ARG1>protests nationwide</ARG1> .', 'The incident triggered outrage across the country and was condemned as despicable and shameful stirring memories of <ARG0>in December of last year, there was an attack similar to this one</ARG0> <SIG0>that <ARG1>protests nationwide</ARG1> .']",0,0,0,0,0,0,0
56,"[""<ARG1>They were angry</ARG1> when <ARG0>the mayor couldn't accept the memorandum</ARG0> ."", '<ARG1>They were angry</ARG1> when <ARG0>the mayor was out of town</ARG0> .', ""<ARG1>They were angry</ARG1> when <ARG0>the mayor didn't accept the memorandum</ARG0> ."", ""<ARG1>They were very angry</ARG1> when <ARG0>the mayor couldn't accept the memorandum</ARG0> ."", '<ARG1>They were very angry</ARG1> when <ARG0>the mayor was out of town</ARG0> .', ""<ARG1>They were very angry</ARG1> when <ARG0>the mayor didn't accept the memorandum</ARG0> ."", ""<ARG1>They angrily reacted</ARG1> when <ARG0>the mayor couldn't accept the memorandum</ARG0> ."", '<ARG1>They angrily reacted</ARG1> when <ARG0>the mayor was out of town</ARG0> .', ""<ARG1>They angrily reacted</ARG1> when <ARG0>the mayor didn't accept the memorandum</ARG0> .""]",0,0,0,0,0,0,0
57,"[""Students declare that <ARG1>they can't continue their protest</ARG1> <SIG0>as</SIG0> <ARG0>they need to focus on their exams</ARG0>"", ""Students declare that <ARG1>they can't continue their protest</ARG1> <SIG0>as</SIG0> <ARG0>they need to focus on the exams</ARG0>"", ""Students declare that <ARG1>they can't continue their protest</ARG1> <SIG0>as</SIG0> <ARG0>they must focus on the exams</ARG0>"", ""Students declare that <ARG1>they can't continue the protest</ARG1> <SIG0>as</SIG0> <ARG0>they need to focus on their exams</ARG0>"", ""Students declare that <ARG1>they can't continue the protest</ARG1> <SIG0>as</SIG0> <ARG0>they need to focus on the exams</ARG0>"", ""Students declare that <ARG1>they can't continue the protest</ARG1> <SIG0>as</SIG0> <ARG0>they must focus on the exams</ARG0>"", ""Students declare that <ARG1>they can't continue their protests</ARG1> <SIG0>as</SIG0> <ARG0>they need to focus on their exams</ARG0>"", ""Students declare that <ARG1>they can't continue their protests</ARG1> <SIG0>as</SIG0> <ARG0>they need to focus on the exams</ARG0>"", ""Students declare that <ARG1>they can't continue their protests</ARG1> <SIG0>as</SIG0> <ARG0>they must focus on the exams</ARG0>""]",0,0,0,0,0,0,0
58,"['<ARG0>The stones are being thrown</ARG0> <ARG1>about 12 Security personnel were injured</ARG1> , he said .', '<ARG0>Stone being thrown</ARG0> <ARG1>about 12 Security personnel were injured</ARG1> , he said .', '<ARG0>Stone is being thrown</ARG0> <ARG1>about 12 Security personnel were injured</ARG1> , he said .', '<ARG0>The stones are being thrown</ARG0> <ARG1>about 12 Security personnel were hurt</ARG1> , he said .', '<ARG0>Stone being thrown</ARG0> <ARG1>about 12 Security personnel were hurt</ARG1> , he said .', '<ARG0>Stone is being thrown</ARG0> <ARG1>about 12 Security personnel were hurt</ARG1> , he said .', '<ARG0>The stones are being thrown</ARG0> <ARG1>about 12 Security personnel were injured in the incident</ARG1> , he said .', '<ARG0>Stone being thrown</ARG0> <ARG1>about 12 Security personnel were injured in the incident</ARG1> , he said .', '<ARG0>Stone is being thrown</ARG0> <ARG1>about 12 Security personnel were injured in the incident</ARG1> , he said .']",0,0,0,0,0,0,0
59,"['<ARG0>Within a couple of days, the rebels retaliated with vengeance</ARG0> , <ARG1>security personnel were butchered</ARG1> .', '<ARG0>Within a couple of days, the left-wingers retaliated with vengeance</ARG0> , <ARG1>security personnel were butchered</ARG1> .', '<ARG0>Within a couple of days, the left-wing extremists retaliated with vengeance</ARG0> , <ARG1>security personnel were butchered</ARG1> .', '<ARG0>Within a couple of days, the rebels retaliated with vengeance</ARG0> , <ARG1>security personnel are butchered</ARG1> .', '<ARG0>Within a couple of days, the left-wingers retaliated with vengeance</ARG0> , <ARG1>security personnel are butchered</ARG1> .', '<ARG0>Within a couple of days, the left-wing extremists retaliated with vengeance</ARG0> , <ARG1>security personnel are butchered</ARG1> .', '<ARG0>Within a couple of days, the rebels retaliated with vengeance</ARG0> , <ARG1>security personnel were butchered</ARG1> .', '<ARG0>Within a couple of days, the left-wingers retaliated with vengeance</ARG0> , <ARG1>security personnel were butchered</ARG1> .', '<ARG0>Within a couple of days, the left-wing extremists retaliated with vengeance</ARG0> , <ARG1>security personnel were butchered</ARG1> .']",0,0,0,0,0,0,0
60,"['<ARG1>There was a cancellation of the protest</ARG1> <SIG0>following</SIG0> <ARG0>talks with the officials</ARG0> .', '<ARG1>There was a cancellation of the protest</ARG1> <SIG0>following</SIG0> <ARG0>the discussions are with the officials</ARG0> .', '<ARG1>There was a cancellation of the protest</ARG1> <SIG0>following</SIG0> <ARG0>talks with people</ARG0> .', '<ARG1>There was a protest tonight</ARG1> <SIG0>following</SIG0> <ARG0>talks with the officials</ARG0> .', '<ARG1>There was a protest tonight</ARG1> <SIG0>following</SIG0> <ARG0>the discussions are with the officials</ARG0> .', '<ARG1>There was a protest tonight</ARG1> <SIG0>following</SIG0> <ARG0>talks with people</ARG0> .', '<ARG1>There was a protest that was stopped</ARG1> <SIG0>following</SIG0> <ARG0>talks with the officials</ARG0> .', '<ARG1>There was a protest that was stopped</ARG1> <SIG0>following</SIG0> <ARG0>the discussions are with the officials</ARG0> .', '<ARG1>There was a protest that was stopped</ARG1> <SIG0>following</SIG0> <ARG0>talks with people</ARG0> .']",0,0,0,0,0,0,0
61,"['<SIG0>Following</SIG0> <ARG0>there is a protest</ARG0> , <ARG1>the highway traffic was stopped for a while</ARG1> .', '<SIG0>Following</SIG0> <ARG0>there was a protest</ARG0> , <ARG1>the highway traffic was stopped for a while</ARG1> .', '<SIG0>Following</SIG0> <ARG0>there is a protest</ARG0> , <ARG1>there was a time when traffic was not moving</ARG1> .', '<SIG0>Following</SIG0> <ARG0>there was a protest</ARG0> , <ARG1>there was a time when traffic was not moving</ARG1> .', '<SIG0>Following</SIG0> <ARG0>there is a protest</ARG0> , <ARG1>there was traffic that was not moving</ARG1> .', '<SIG0>Following</SIG0> <ARG0>there was a protest</ARG0> , <ARG1>there was traffic that was not moving</ARG1> .']",0,0,0,0,0,0,0
62,"['<SIG0>As a result of</SIG0> <ARG0>there are protests</ARG0> <ARG1>there were no buses or taxis operating</ARG1> .', '<SIG0>As a result of</SIG0> <ARG0>there were protests</ARG0> <ARG1>there were no buses or taxis operating</ARG1> .', '<SIG0>As a result of</SIG0> <ARG0>the protests are happening</ARG0> <ARG1>there were no buses or taxis operating</ARG1> .', ""<SIG0>As a result of</SIG0> <ARG0>there are protests</ARG0> <ARG1>buses weren't operating and schools weren't open</ARG1> ."", ""<SIG0>As a result of</SIG0> <ARG0>there were protests</ARG0> <ARG1>buses weren't operating and schools weren't open</ARG1> ."", ""<SIG0>As a result of</SIG0> <ARG0>the protests are happening</ARG0> <ARG1>buses weren't operating and schools weren't open</ARG1> ."", '<SIG0>As a result of</SIG0> <ARG0>there are protests</ARG0> <ARG1>there were no buses or taxis</ARG1> .', '<SIG0>As a result of</SIG0> <ARG0>there were protests</ARG0> <ARG1>there were no buses or taxis</ARG1> .', '<SIG0>As a result of</SIG0> <ARG0>the protests are happening</ARG0> <ARG1>there were no buses or taxis</ARG1> .']",0,0,0,0,0,0,0
63,"['<ARG1>The protesters came with carts</ARG1> <ARG0>stop the traffic</ARG0> .', '<ARG1>The protesters came with carts</ARG1> <ARG0>the traffic should be stopped</ARG0> .', '<ARG1>The protesters came with carts</ARG1> <ARG0>the traffic can be stopped</ARG0> .', '<ARG1>There was a group of people coming out with carts</ARG1> <ARG0>stop the traffic</ARG0> .', '<ARG1>There was a group of people coming out with carts</ARG1> <ARG0>the traffic should be stopped</ARG0> .', '<ARG1>There was a group of people coming out with carts</ARG1> <ARG0>the traffic can be stopped</ARG0> .', '<ARG1>The demonstrators came with carts</ARG1> <ARG0>stop the traffic</ARG0> .', '<ARG1>The demonstrators came with carts</ARG1> <ARG0>the traffic should be stopped</ARG0> .', '<ARG1>The demonstrators came with carts</ARG1> <ARG0>the traffic can be stopped</ARG0> .']",0,0,0,0,0,0,0
64,"['He said <ARG1>there will be action taken</ARG1> <ARG0>those found guilty of attacking vehicles</ARG0> .', 'He said <ARG1>there will be action taken</ARG1> <ARG0>those found to have attacked vehicles</ARG0> .', 'He said <ARG1>there will be action taken</ARG1> <ARG0>those found guilty of attacking vehicles will be taken to court</ARG0> .', 'He said <ARG1>they would take action</ARG1> <ARG0>those found guilty of attacking vehicles</ARG0> .', 'He said <ARG1>they would take action</ARG1> <ARG0>those found to have attacked vehicles</ARG0> .', 'He said <ARG1>they would take action</ARG1> <ARG0>those found guilty of attacking vehicles will be taken to court</ARG0> .', 'He said <ARG1>someone would take action</ARG1> <ARG0>those found guilty of attacking vehicles</ARG0> .', 'He said <ARG1>someone would take action</ARG1> <ARG0>those found to have attacked vehicles</ARG0> .', 'He said <ARG1>someone would take action</ARG1> <ARG0>those found guilty of attacking vehicles will be taken to court</ARG0> .']",0,0,0,0,0,0,0
65,"['Earlier , <ARG1>the residents are outside of the station</ARG1> <ARG0>there is a protest</ARG0> about the murders .', 'Earlier , <ARG1>the residents are outside of the station</ARG1> <ARG0>protest</ARG0> about the murders .', 'Earlier , <ARG1>the residents are outside of the station</ARG1> <ARG0>there is a protest with the word ""SIG"" in it</ARG0> about the murders .', 'Earlier , <ARG1>people are outside of the station</ARG1> <ARG0>there is a protest</ARG0> about the murders .', 'Earlier , <ARG1>people are outside of the station</ARG1> <ARG0>protest</ARG0> about the murders .', 'Earlier , <ARG1>people are outside of the station</ARG1> <ARG0>there is a protest with the word ""SIG"" in it</ARG0> about the murders .', 'Earlier , <ARG1>people gather outside of the station</ARG1> <ARG0>there is a protest</ARG0> about the murders .', 'Earlier , <ARG1>people gather outside of the station</ARG1> <ARG0>protest</ARG0> about the murders .', 'Earlier , <ARG1>people gather outside of the station</ARG1> <ARG0>there is a protest with the word ""SIG"" in it</ARG0> about the murders .']",0,0,0,0,0,0,0
66,"['Earlier , residents gathered outside the police station <ARG1>to make a statement</ARG1> <SIG0>about</SIG0> <ARG0>the murders were committed</ARG0> .', 'Earlier , residents gathered outside the police station <ARG1>to make a statement</ARG1> <SIG0>about</SIG0> <ARG0>the killings</ARG0> .', 'Earlier , residents gathered outside the police station <ARG1>to hold a protest</ARG1> <SIG0>about</SIG0> <ARG0>the murders were committed</ARG0> .', 'Earlier , residents gathered outside the police station <ARG1>to hold a protest</ARG1> <SIG0>about</SIG0> <ARG0>the killings</ARG0> .']",0,0,0,0,0,0,0
67,"['<ARG1>There was violence</ARG1> when <ARG0>The members of the group protested</ARG0> against a Youth Congress meeting being held at the junction .', '<ARG1>There was violence</ARG1> when <ARG0>They protested</ARG0> against a Youth Congress meeting being held at the junction .', '<ARG1>There was violence</ARG1> when <ARG0>Members of the group protested</ARG0> against a Youth Congress meeting being held at the junction .', '<ARG1>There was violence breaking out</ARG1> when <ARG0>The members of the group protested</ARG0> against a Youth Congress meeting being held at the junction .', '<ARG1>There was violence breaking out</ARG1> when <ARG0>They protested</ARG0> against a Youth Congress meeting being held at the junction .', '<ARG1>There was violence breaking out</ARG1> when <ARG0>Members of the group protested</ARG0> against a Youth Congress meeting being held at the junction .', '<ARG1>There was a lot of violence</ARG1> when <ARG0>The members of the group protested</ARG0> against a Youth Congress meeting being held at the junction .', '<ARG1>There was a lot of violence</ARG1> when <ARG0>They protested</ARG0> against a Youth Congress meeting being held at the junction .', '<ARG1>There was a lot of violence</ARG1> when <ARG0>Members of the group protested</ARG0> against a Youth Congress meeting being held at the junction .']",0,0,0,0,0,0,0
68,"['Violence broke out when <ARG1>The members of the group protested</ARG1> <ARG0>a meeting of the youth congress is going to be held</ARG0> .', 'Violence broke out when <ARG1>The members of the group protested</ARG1> <ARG0>the junction is being used as a location for a youth congress meeting</ARG0> .', 'Violence broke out when <ARG1>The members of the group protested</ARG1> <ARG0>a meeting of a youth congress is going to be held</ARG0> .', 'Violence broke out when <ARG1>They protested</ARG1> <ARG0>a meeting of the youth congress is going to be held</ARG0> .', 'Violence broke out when <ARG1>They protested</ARG1> <ARG0>the junction is being used as a location for a youth congress meeting</ARG0> .', 'Violence broke out when <ARG1>They protested</ARG1> <ARG0>a meeting of a youth congress is going to be held</ARG0> .', 'Violence broke out when <ARG1>Members of the group protested</ARG1> <ARG0>a meeting of the youth congress is going to be held</ARG0> .', 'Violence broke out when <ARG1>Members of the group protested</ARG1> <ARG0>the junction is being used as a location for a youth congress meeting</ARG0> .', 'Violence broke out when <ARG1>Members of the group protested</ARG1> <ARG0>a meeting of a youth congress is going to be held</ARG0> .']",0,0,0,0,0,0,0
69,"['<ARG1>There are about 120 students striking</ARG1> <ARG0>they are demanding that the stipend be paid</ARG0> .', '<ARG1>There are about 120 students striking</ARG1> <ARG0>payment of stipends is being demanded</ARG0> .', '<ARG1>There are about 120 students striking</ARG1> <ARG0>they are demanding that the stipend payment be made</ARG0> .', '<ARG1>The strike is affecting about 120 students</ARG1> <ARG0>they are demanding that the stipend be paid</ARG0> .', '<ARG1>The strike is affecting about 120 students</ARG1> <ARG0>payment of stipends is being demanded</ARG0> .', '<ARG1>The strike is affecting about 120 students</ARG1> <ARG0>they are demanding that the stipend payment be made</ARG0> .', '<ARG1>There are about 120 students on the strike</ARG1> <ARG0>they are demanding that the stipend be paid</ARG0> .', '<ARG1>There are about 120 students on the strike</ARG1> <ARG0>payment of stipends is being demanded</ARG0> .', '<ARG1>There are about 120 students on the strike</ARG1> <ARG0>they are demanding that the stipend payment be made</ARG0> .']",0,0,0,0,0,0,0
70,"['<ARG1>There was a decision taken</ARG1> after <ARG0>a protest was staged by a group of people</ARG0> blocking traffic for more than eight hours on Wednesday .', '<ARG1>There was a decision taken</ARG1> after <ARG0>a protest was staged by hundreds andTrademarkiaTrademarkiaTrademarkiaTrademarkias</ARG0> blocking traffic for more than eight hours on Wednesday .', '<ARG1>There was a decision taken</ARG1> after <ARG0>a protest was staged by hundreds andTrademarkiaTrademarkiaTrademarkias</ARG0> blocking traffic for more than eight hours on Wednesday .', '<ARG1>There was a decision made</ARG1> after <ARG0>a protest was staged by a group of people</ARG0> blocking traffic for more than eight hours on Wednesday .', '<ARG1>There was a decision made</ARG1> after <ARG0>a protest was staged by hundreds andTrademarkiaTrademarkiaTrademarkiaTrademarkias</ARG0> blocking traffic for more than eight hours on Wednesday .', '<ARG1>There was a decision made</ARG1> after <ARG0>a protest was staged by hundreds andTrademarkiaTrademarkiaTrademarkias</ARG0> blocking traffic for more than eight hours on Wednesday .', '<ARG1>It was decided</ARG1> after <ARG0>a protest was staged by a group of people</ARG0> blocking traffic for more than eight hours on Wednesday .', '<ARG1>It was decided</ARG1> after <ARG0>a protest was staged by hundreds andTrademarkiaTrademarkiaTrademarkiaTrademarkias</ARG0> blocking traffic for more than eight hours on Wednesday .', '<ARG1>It was decided</ARG1> after <ARG0>a protest was staged by hundreds andTrademarkiaTrademarkiaTrademarkias</ARG0> blocking traffic for more than eight hours on Wednesday .']",0,0,0,0,0,0,0
71,"['The decision was taken after <ARG0>a protest was staged by a group of people</ARG0> <ARG1>there was a lot of traffic on wednesday</ARG1> .', 'The decision was taken after <ARG0>a protest was staged by hundreds andTrademarkiaTrademarkiaTrademarkiaTrademarkias</ARG0> <ARG1>there was a lot of traffic on wednesday</ARG1> .', 'The decision was taken after <ARG0>a protest was staged by hundreds andTrademarkiaTrademarkiaTrademarkias</ARG0> <ARG1>there was a lot of traffic on wednesday</ARG1> .', 'The decision was taken after <ARG0>a protest was staged by a group of people</ARG0> <ARG1>on Wednesday, traffic was blocked for over 8 hours</ARG1> .', 'The decision was taken after <ARG0>a protest was staged by hundreds andTrademarkiaTrademarkiaTrademarkiaTrademarkias</ARG0> <ARG1>on Wednesday, traffic was blocked for over 8 hours</ARG1> .', 'The decision was taken after <ARG0>a protest was staged by hundreds andTrademarkiaTrademarkiaTrademarkias</ARG0> <ARG1>on Wednesday, traffic was blocked for over 8 hours</ARG1> .', 'The decision was taken after <ARG0>a protest was staged by a group of people</ARG0> <ARG1>the traffic was blocking for over 8 hours</ARG1> .', 'The decision was taken after <ARG0>a protest was staged by hundreds andTrademarkiaTrademarkiaTrademarkiaTrademarkias</ARG0> <ARG1>the traffic was blocking for over 8 hours</ARG1> .', 'The decision was taken after <ARG0>a protest was staged by hundreds andTrademarkiaTrademarkiaTrademarkias</ARG0> <ARG1>the traffic was blocking for over 8 hours</ARG1> .']",0,0,0,0,0,0,0
72,"['<ARG1>Five weeks later, the workers are back on the job</ARG1> <ARG0>minimum pay is 9000 per month</ARG0> .', '<ARG1>Five weeks later, the workers are back on the job</ARG1> <ARG0>minimum pay for demanding is 9000 per month</ARG0> .', '<ARG1>Five weeks later, the workers are back on the job</ARG1> <ARG0>minimum pay for demanding is 9000 per month</ARG0> .', '<ARG1>Five weeks later, the workers are still striking</ARG1> <ARG0>minimum pay is 9000 per month</ARG0> .', '<ARG1>Five weeks later, the workers are still striking</ARG1> <ARG0>minimum pay for demanding is 9000 per month</ARG0> .', '<ARG1>Five weeks later, the workers are still striking</ARG1> <ARG0>minimum pay for demanding is 9000 per month</ARG0> .', '<ARG1>Five weeks have passed since the strike began</ARG1> <ARG0>minimum pay is 9000 per month</ARG0> .', '<ARG1>Five weeks have passed since the strike began</ARG1> <ARG0>minimum pay for demanding is 9000 per month</ARG0> .', '<ARG1>Five weeks have passed since the strike began</ARG1> <ARG0>minimum pay for demanding is 9000 per month</ARG0> .']",0,0,0,0,0,0,0
73,"[""<ARG1>More than 17,000 workers were fired</ARG1> after <ARG0>they didn't want to return to work</ARG0> ."", ""<ARG1>More than 17,000 workers were fired</ARG1> after <ARG0>they didn't want to return to the jobs</ARG0> ."", ""<ARG1>More than 17,000 workers were fired</ARG1> after <ARG0>they didn't want to return to the jobs they were in</ARG0> ."", ""<ARG1>Over 17,000 workers were fired</ARG1> after <ARG0>they didn't want to return to work</ARG0> ."", ""<ARG1>Over 17,000 workers were fired</ARG1> after <ARG0>they didn't want to return to the jobs</ARG0> ."", ""<ARG1>Over 17,000 workers were fired</ARG1> after <ARG0>they didn't want to return to the jobs they were in</ARG0> ."", ""<ARG1>17,000 workers were fired</ARG1> after <ARG0>they didn't want to return to work</ARG0> ."", ""<ARG1>17,000 workers were fired</ARG1> after <ARG0>they didn't want to return to the jobs</ARG0> ."", ""<ARG1>17,000 workers were fired</ARG1> after <ARG0>they didn't want to return to the jobs they were in</ARG0> .""]",0,0,0,0,0,0,0
74,"['<ARG0>There was a strike</ARG0> <ARG1>it has led to losses of thousands of dollars a day for various stakeholders</ARG1> .', '<ARG0>It was the strike</ARG0> <ARG1>it has led to losses of thousands of dollars a day for various stakeholders</ARG1> .', '<ARG0>It was a strike</ARG0> <ARG1>it has led to losses of thousands of dollars a day for various stakeholders</ARG1> .', '<ARG0>There was a strike</ARG0> <ARG1>it has led to losses of over a thousand dollars a day for various stakeholders</ARG1> .', '<ARG0>It was the strike</ARG0> <ARG1>it has led to losses of over a thousand dollars a day for various stakeholders</ARG1> .', '<ARG0>It was a strike</ARG0> <ARG1>it has led to losses of over a thousand dollars a day for various stakeholders</ARG1> .', '<ARG0>There was a strike</ARG0> <ARG1>it has led to losses of over a thousand dollars a day for a variety of stakeholders</ARG1> .', '<ARG0>It was the strike</ARG0> <ARG1>it has led to losses of over a thousand dollars a day for a variety of stakeholders</ARG1> .', '<ARG0>It was a strike</ARG0> <ARG1>it has led to losses of over a thousand dollars a day for a variety of stakeholders</ARG1> .']",0,0,0,0,0,0,0
75,"['<SIG0>Despite</SIG0> <ARG0>the march is peaceful</ARG0> , <ARG1>there were a lot of businesses that were not open</ARG1> .', '<SIG0>Despite</SIG0> <ARG0>the march is not violent</ARG0> , <ARG1>there were a lot of businesses that were not open</ARG1> .', '<SIG0>Despite</SIG0> <ARG0>the march was peaceful</ARG0> , <ARG1>there were a lot of businesses that were not open</ARG1> .', '<SIG0>Despite</SIG0> <ARG0>the march is peaceful</ARG0> , <ARG1>the businesses were not open</ARG1> .', '<SIG0>Despite</SIG0> <ARG0>the march is not violent</ARG0> , <ARG1>the businesses were not open</ARG1> .', '<SIG0>Despite</SIG0> <ARG0>the march was peaceful</ARG0> , <ARG1>the businesses were not open</ARG1> .', '<SIG0>Despite</SIG0> <ARG0>the march is peaceful</ARG0> , <ARG1>the businesses that were open were shut down</ARG1> .', '<SIG0>Despite</SIG0> <ARG0>the march is not violent</ARG0> , <ARG1>the businesses that were open were shut down</ARG1> .', '<SIG0>Despite</SIG0> <ARG0>the march was peaceful</ARG0> , <ARG1>the businesses that were open were shut down</ARG1> .']",0,0,0,0,0,0,0
76,"['<ARG1>There have been many protests held by RDSc</ARG1> <SIG0>for</SIG0> <ARG0>train movement during the night is restored</ARG0> .', '<ARG1>There have been many protests held by RDSc</ARG1> <SIG0>for</SIG0> <ARG0>train movement restored at night</ARG0> .', '<ARG1>There have been many protests held by RDSc</ARG1> <SIG0>for</SIG0> <ARG0>train movement during the night</ARG0> .', '<ARG1>There have been many protests held byRDSC</ARG1> <SIG0>for</SIG0> <ARG0>train movement during the night is restored</ARG0> .', '<ARG1>There have been many protests held byRDSC</ARG1> <SIG0>for</SIG0> <ARG0>train movement restored at night</ARG0> .', '<ARG1>There have been many protests held byRDSC</ARG1> <SIG0>for</SIG0> <ARG0>train movement during the night</ARG0> .', '<ARG1>There have been many uprisings held by RDSc</ARG1> <SIG0>for</SIG0> <ARG0>train movement during the night is restored</ARG0> .', '<ARG1>There have been many uprisings held by RDSc</ARG1> <SIG0>for</SIG0> <ARG0>train movement restored at night</ARG0> .', '<ARG1>There have been many uprisings held by RDSc</ARG1> <SIG0>for</SIG0> <ARG0>train movement during the night</ARG0> .']",0,0,0,0,0,0,0
77,"['<ARG0>The station was burned down</ARG0> <ARG1>the repair was done and the new paint was applied overnight</ARG1> .', '<ARG0>The station was destroyed in a fire</ARG0> <ARG1>the repair was done and the new paint was applied overnight</ARG1> .', '<ARG0>The station was burnt down</ARG0> <ARG1>the repair was done and the new paint was applied overnight</ARG1> .', '<ARG0>The station was burned down</ARG0> <ARG1>the repair was done and the new paint was applied the next day</ARG1> .', '<ARG0>The station was destroyed in a fire</ARG0> <ARG1>the repair was done and the new paint was applied the next day</ARG1> .', '<ARG0>The station was burnt down</ARG0> <ARG1>the repair was done and the new paint was applied the next day</ARG1> .', '<ARG0>The station was burned down</ARG0> <ARG1>the repair was done and the new paint was put on overnight</ARG1> .', '<ARG0>The station was destroyed in a fire</ARG0> <ARG1>the repair was done and the new paint was put on overnight</ARG1> .', '<ARG0>The station was burnt down</ARG0> <ARG1>the repair was done and the new paint was put on overnight</ARG1> .']",0,0,0,0,0,0,0
